 n_tracks  m_inv_GeV  N_e  N_mu  N_K  N_p
        2   2.446478    0     0    0    0
        2   2.661332    0     0    0    1
        2   2.545922    0     0    0    2
        2   2.450778    0     0    0    0
        2   2.557191    0     0    0    1
        2   2.561772    0     0    0    0
        2   2.452405    0     0    0    0
        2   2.493938    0     0    0    1
        2   2.579158    0     0    0    1
        2   2.507667    0     0    0    0
        2   2.532619    0     0    0    0
        2   2.430225    0     0    0    1
        2   2.488233    0     0    0    1
        2   2.467813    0     0    0    0
        2   2.536639    0     0    0    0
        2   2.327814    0     0    0    1
        2   2.470413    0     0    0    0
        2   2.482848    0     0    0    1
        2   2.452705    0     0    0    0
        2   2.405140    0     0    0    1
        2   2.486449    0     0    0    0
        2   2.484128    0     0    0    1
        2   2.561396    0     0    0    1
        2   2.479773    0     0    0    2
        2   2.401059    0     0    0    0
        2   2.519040    0     0    0    0
        2   2.480281    0     0    0    1
        2   2.477224    0     0    0    0
        2   2.513176    0     0    0    1
        2   2.514274    0     0    0    0
        2   2.397387    0     0    0    2
        2   2.466241    0     0    0    0
        2   2.480121    0     0    0    0
        2   2.394767    0     0    0    0
        2   2.589148    0     0    0    1
        2   2.486697    0     0    0    1
        2   2.516791    0     0    0    0
        2   2.410631    0     0    0    1
        2   2.499639    0     0    0    0
        2   2.564632    0     0    0    1
        2   2.458220    0     0    0    2
        2   2.509099    0     0    0    1
        2   2.431302    0     0    0    1
        2   2.414396    0     0    0    1
        2   2.501661    0     0    0    2
        2   2.470073    0     0    0    1
        2   2.559090    0     0    0    0
        2   2.354515    0     0    0    0
        2   2.363633    0     0    0    1
        2   2.468421    0     0    0    0
        2   2.417582    0     0    0    0
        2   2.476745    0     0    0    0
        2   2.431511    0     0    0    0
        2   2.441853    0     0    0    0
        2   2.541630    0     0    0    1
        2   2.521120    0     0    0    0
        2   2.455644    0     0    0    0
        2   2.282375    0     0    0    0
        2   2.471768    0     0    0    1
        2   2.527877    0     0    0    0
        2   2.519699    0     0    0    0
        2   2.388827    0     0    0    0
        2   2.504494    0     0    0    1
        2   2.429173    0     0    0    1
        2   2.523520    0     0    0    1
        2   2.508699    0     0    0    0
        2   2.420160    0     0    0    0
        2   2.384823    0     0    0    1
        2   2.496569    0     0    0    1
        2   2.402225    0     0    0    0
        2   2.499042    0     0    0    0
        2   2.457783    0     0    0    0
        2   2.567216    0     0    0    1
        2   2.456958    0     0    0    1
        2   2.519424    0     0    0    1
        2   2.404841    0     0    0    2
        2   2.555851    0     0    0    0
        2   2.441880    0     0    0    0
        2   2.522471    0     0    0    2
        2   2.511268    0     0    0    0
        2   2.615728    0     0    0    0
        2   2.403608    0     0    0    1
        2   2.471845    0     0    0    0
        2   2.480684    0     0    0    0
        2   2.448864    0     0    0    1
        2   2.442020    0     0    0    1
        2   2.337064    0     0    0    1
        2   2.547522    0     0    0    1
        2   2.516345    0     0    0    0
        2   2.503710    0     0    0    0
        2   2.500485    0     0    0    1
        2   2.406411    0     0    0    2
        2   2.434261    0     0    0    1
        2   2.585821    0     0    0    1
        2   2.385178    0     0    0    0
        2   2.473574    0     0    0    1
        2   2.387528    0     0    0    1
        2   2.409447    0     0    0    0
        2   2.489574    0     0    0    1
        2   2.533098    0     0    0    0
        2   2.502336    0     0    0    0
        2   2.457953    0     0    0    1
        2   2.533354    0     0    0    2
        2   2.495892    0     0    0    1
        2   2.527219    0     0    0    1
        2   2.396610    0     0    0    1
        2   2.482205    0     0    0    1
        2   2.448601    0     0    0    1
        2   2.437818    0     0    0    1
        2   2.419249    0     0    0    0
        2   2.433821    0     0    0    1
        2   2.464444    0     0    0    1
        2   2.519178    0     0    0    1
        2   2.472740    0     0    0    1
        2   2.489251    0     0    0    1
        2   2.606606    0     0    0    0
        2   2.475270    0     0    0    0
        2   2.458387    0     0    0    1
        2   2.445778    0     0    0    1
        2   2.475852    0     0    0    0
        2   2.466895    0     0    0    1
        2   2.574998    0     0    0    1
        2   2.458226    0     0    0    0
        2   2.538483    0     0    0    1
        2   2.533733    0     0    0    1
        2   2.429927    0     0    0    1
        2   2.361574    0     0    0    0
        2   2.427899    0     0    0    0
        2   2.397001    0     0    0    1
        2   2.528036    0     0    0    1
        2   2.466869    0     0    0    1
        2   2.550257    0     0    0    1
        2   2.468005    0     0    0    1
        2   2.525889    0     0    0    0
        2   2.472070    0     0    0    0
        2   2.479568    0     0    0    1
        2   2.390168    0     0    0    2
        2   2.451963    0     0    0    1
        2   2.617131    0     0    0    0
        2   2.508694    0     0    0    1
        2   2.507154    0     0    0    0
        2   2.561130    0     0    0    0
        2   2.576291    0     0    0    1
        2   2.571478    0     0    0    0
        2   2.498251    0     0    0    0
        2   2.472008    0     0    0    1
        2   2.466531    0     0    0    0
        2   2.458270    0     0    0    0
        2   2.389764    0     0    0    1
        2   2.404937    0     0    0    0
        2   2.526898    0     0    0    1
        2   2.538498    0     0    0    2
        2   2.431308    0     0    0    2
        2   2.523093    0     0    0    0
        2   2.472599    0     0    0    1
        2   2.620225    0     0    0    1
        2   2.472402    0     0    0    1
        2   2.432768    0     0    0    0
        2   2.568178    0     0    0    1
        2   2.428219    0     0    0    1
        2   2.548142    0     0    0    1
        2   2.412146    0     0    0    0
        2   2.392046    0     0    0    0
        2   2.449136    0     0    0    0
        2   2.424758    0     0    0    0
        2   2.453711    0     0    0    1
        2   2.577936    0     0    0    1
        2   2.529352    0     0    0    0
        2   2.403028    0     0    0    2
        2   2.481587    0     0    0    0
        2   2.462034    0     0    0    1
        2   2.482093    0     0    0    2
        2   2.495089    0     0    0    2
        2   2.554674    0     0    0    0
        2   2.531307    0     0    0    0
        2   2.492702    0     0    0    0
        2   2.439286    0     0    0    1
        2   2.543638    0     0    0    1
        2   2.414351    0     0    0    1
        2   2.457518    0     0    0    0
        2   2.457599    0     0    0    0
        2   2.474911    0     0    0    0
        2   2.481497    0     0    0    1
        2   2.507292    0     0    0    1
        2   2.530624    0     0    0    1
        2   2.453665    0     0    0    0
        2   2.338384    0     0    0    1
        2   2.454077    0     0    0    1
        2   2.453428    0     0    0    1
        2   2.583318    0     0    0    1
        2   2.527400    0     0    0    2
        2   2.485419    0     0    0    1
        2   2.416837    0     0    0    1
        2   2.467090    0     0    0    0
        2   2.527220    0     0    0    0
        2   2.553300    0     0    0    0
        2   2.457271    0     0    0    0
        2   2.510114    0     0    0    0
        2   2.478810    0     0    0    0
        2   2.396525    0     0    0    0
